Month    ProductName  TotalQuantity
2022-04  J0205        2            
2022-04  J0204        2            
2022-04  J0203        2            
2022-04  J0202        2            
2022-04  J0202        2            
2022-04  J0201        2            
2022-04  J0199        2            
2022-04  J0199        2            
2022-04  J0197        2            
2022-04  J0196        2            
2022-04  J0192        2            
2022-04  J0190        2            
2022-04  J0187        2            
2022-04  J0187        2            
2022-04  J0186        2            
2022-04  J0185        2            
2022-04  J0184        2            
2022-04  J0184        2            
2022-04  J0184        2            
2022-04  J0180        2            
2022-04  J0179        2            
2022-04  J0178        2            
2022-04  J0178        2            
2022-04  J0178        2            
2022-04  J0176        2            
2022-04  J0174        2            
2022-04  J0173        2            
2022-04  J0171        2            
2022-04  J0170        2            
2022-04  J0168        2            
2022-04  J0167        2            
2022-04  J0166        2            
2022-04  J0163        2            
2022-04  J0163        2            
2022-04  J0162        2            
2022-04  J0161        2            
2022-04  J0161        2            
2022-04  J0161        2            
2022-04  J0161        2            
2022-04  J0160        2            
2022-04  J0160        2            
2022-04  J0159        2            
2022-04  J0159        2            
2022-04  J0155        2            
2022-04  J0155        2            
2022-04  J0154        2            
2022-04  J0152        2            
2022-04  J0152        2            
2022-04  J0151        2            
2022-04  J0150        2            
2022-04  J0150        2            
2022-04  J0149        2            
2022-04  J0149        2            
2022-04  J0148        2            
2022-04  J0147        2            
2022-04  J0143        2            
2022-04  J0142        2            
2022-04  J0140        2            
2022-04  J0140        2            
2022-04  J0140        2            
2022-04  J0136        2            
2022-04  J0135        2            
2022-04  J0135        2            
2022-04  J0133        2            
2022-04  J0133        2            
2022-04  J0133        2            
2022-04  J0131        2            
2022-04  J0131        2            
2022-04  J0131        2            
2022-04  J0129        2            
2022-04  J0126        2            
2022-04  J0126        2            
2022-04  J0123        2            
2022-04  J0122        2            
2022-04  J0121        2            
2022-04  J0120        2            
2022-04  J0118        2            
2022-04  J0117        2            
2022-04  J0116        2            
2022-04  J0112        2            
2022-04  J0112        2            
2022-04  J0112        2            
2022-04  J0111        2            
2022-04  J0110        2            
2022-04  J0108        2            
2022-04  J0106        2            
2022-04  J0105        2            
2022-04  J0105        2            
2022-04  J0104        2            
2022-04  J0103        2            
2022-04  J0101        2            
2022-04  J0101        2            
2022-04  J0098        2            
2022-04  J0094        2            
2022-04  J0094        2            
2022-04  J0092        2            
2022-04  J0092        2            
2022-04  J0091        2            
2022-04  J0091        2            
2022-04  J0090        2            
2022-04  J0089        2            
2022-04  J0089        2            
2022-04  J0088        2            
2022-04  J0088        2            
2022-04  J0087        2            
2022-04  J0087        2            
2022-04  J0087        2            
2022-04  J0086        2            
2022-04  J0085        2            
2022-04  J0085        2            
2022-04  J0085        2            
2022-04  J0083        2            
2022-04  J0083        2            
2022-04  J0080        2            
2022-04  J0079        2            
2022-04  J0078        2            
2022-04  J0077        2            
2022-04  J0077        2            
2022-04  J0073        2            
2022-04  J0070        2            
2022-04  J0062        2            
2022-04  J0062        2            
2022-04  J0055        2            
2022-04  J0049        2            
2022-04  J0047        2            
2022-04  J0044        2            
2022-04  J0044        2            
2022-04  J0042        2            
2022-04  J0039        2            
2022-04  J0038        2            
2022-04  J0038        2            
2022-04  J0034        2            
2022-04  J0034        2            
2022-04  J0033        2            
2022-04  J0028        2            
2022-04  J0027        2            
2022-04  J0025        2            
2022-04  J0024        2            
2022-04  J0023        2            
2022-04  J0023        2            
2022-04  J0020        2            
2022-04  J0020        2            
2022-04  J0020        2            
2022-04  J0016        2            
2022-04  J0015        2            
2022-04  J0014        2            
2022-04  J0011        2            
2022-04  J0007        2            
2022-04  J0007        2            
2022-04  J0006        2            
2022-04  J0004        2            
2022-04  J0001        2            
2022-04  CH208        2            
2022-04  CH203        2            
2022-04  BTM047       2            
2022-04  BTM045       2            
2022-04  BTM043       2            
2022-04  BTM042       2            
2022-04  BTM042       2            
2022-04  BTM042       2            
2022-04  BTM041       2            
2022-04  BTM040       2            
2022-04  BTM040       2            
2022-04  BTM039       2            
2022-04  BTM039       2            
2022-04  BTM038       2            
2022-04  BTM038       2            
2022-04  BTM036       2            
2022-04  BTM036       2            
2022-04  BTM036       2            
2022-04  BTM035       2            
2022-04  BTM032       2            
2022-04  BTM029       2            
2022-04  BTM026       2            
2022-04  BTM026       2            
2022-04  BTM021       2            
2022-04  BTM002       2            
2022-04  BL113        2            
2022-04  BL110        2            
2022-04  BL107        2            
2022-04  BL104        2            
2022-04  BL103        2            
2022-04  BL102        2            
2022-04  BL102        2            
2022-04  BL101        2            
2022-04  BL101        2            
2022-04  BL101        2            
2022-04  BL099        2            
2022-04  BL086        2            
2022-04  BL086        2            
2022-04  BL021        2            
2022-04  BL020        2            
2022-04  BL019        2            
2022-04  BL015        2            
2022-04  BL008        2            
2022-04  BL003        2            
2022-04  AN213        2            
2022-04  AN209        2            
2022-04  SET436       1            
2022-04  SET433       1            
2022-04  SET413       1            
2022-04  SET409       1            
2022-04  SET408       1            
2022-04  SET408       1            
2022-04  SET408       1            
2022-04  SET404       1            
2022-04  SET403       1            
2022-04  SET402       1            
2022-04  SET402       1            
2022-04  SET402       1            
2022-04  SET401       1            
2022-04  SET401       1            
2022-04  SET400       1            
2022-04  SET400       1            
2022-04  SET396       1            
2022-04  SET395       1            
2022-04  SET394       1            
2022-04  SET392       1            
2022-04  SET390       1            
2022-04  SET390       1            
2022-04  SET390       1            
2022-04  SET390       1            
2022-04  SET388       1            
2022-04  SET384       1            
2022-04  SET377       1            
2022-04  SET376       1            
2022-04  SET376       1            
2022-04  SET376       1            
2022-04  SET376       1            
2022-04  SET373       1            
2022-04  SET369       1            
2022-04  SET369       1            
2022-04  SET364       1            
2022-04  SET361       1            
2022-04  SET359       1            
2022-04  SET357       1            
2022-04  SET357       1            
2022-04  SET357       1            
2022-04  SET355       1            
2022-04  SET353       1            
2022-04  SET353       1            
2022-04  SET352       1            
2022-04  SET352       1            
2022-04  SET351       1            
2022-04  SET351       1            
2022-04  SET346       1            
2022-04  SET346       1            
2022-04  SET346       1            
2022-04  SET346       1            
2022-04  SET340       1            
2022-04  SET338       1            
2022-04  SET338       1            
2022-04  SET337       1            
2022-04  SET336       1            
2022-04  SET336       1            
2022-04  SET335       1            
2022-04  SET334       1            
2022-04  SET330       1            
2022-04  SET330       1            
2022-04  SET326       1            
2022-04  SET325       1            
2022-04  SET325       1            
2022-04  SET321       1            
2022-04  SET321       1            
2022-04  SET317       1            
2022-04  SET313       1            
2022-04  SET313       1            
2022-04  SET310       1            
2022-04  SET308       1            
2022-04  SET308       1            
2022-04  SET306       1            
2022-04  SET305       1            
2022-04  SET303       1            
2022-04  SET303       1            
2022-04  SET303       1            
2022-04  SET303       1            
2022-04  SET302       1            
2022-04  SET302       1            
2022-04  SET300       1            
2022-04  SET300       1            
2022-04  SET300       1            
2022-04  SET300       1            
2022-04  SET297       1            
2022-04  SET297       1            
2022-04  SET289       1            
2022-04  SET289       1            
2022-04  SET280       1            
2022-04  SET276       1            
2022-04  SET276       1            
2022-04  SET275       1            
2022-04  SET274       1            
2022-04  SET274       1            
2022-04  SET271       1            
2022-04  SET271       1            
2022-04  SET266       1            
2022-04  SET266       1            
2022-04  SET266       1            
2022-04  SET263       1            
2022-04  SET254       1            
2022-04  SET251       1            
2022-04  SET251       1            
2022-04  SET248       1            
2022-04  SET246       1            
2022-04  SET245       1            
2022-04  SET245       1            
2022-04  SET244       1            
2022-04  SET244       1            
2022-04  SET244       1            
2022-04  SET244       1            
2022-04  SET243       1            
2022-04  SET242       1            
2022-04  SET242       1            
2022-04  SET242       1            
2022-04  SET241       1            
2022-04  SET240       1            
2022-04  SET238       1            
2022-04  SET238       1            
2022-04  SET236       1            
2022-04  SET232       1            
2022-04  SET232       1            
2022-04  SET230       1            
2022-04  SET230       1            
2022-04  SET228       1            
2022-04  SET226       1            
2022-04  SET226       1            
2022-04  SET226       1            
2022-04  SET225       1            
2022-04  SET225       1            
2022-04  SET220       1            
2022-04  SET219       1            
2022-04  SET218       1            
2022-04  SET218       1            
2022-04  SET216       1            
2022-04  SET210       1            
2022-04  SET205       1            
2022-04  SET205       1            
2022-04  SET205       1            
2022-04  SET201       1            
2022-04  SET201       1            
2022-04  SET200       1            
2022-04  SET200       1            
2022-04  SET199       1            
2022-04  SET199       1            
2022-04  SET196       1            
2022-04  SET196       1            
2022-04  SET196       1            
2022-04  SET195       1            
2022-04  SET194       1            
2022-04  SET194       1            
2022-04  SET193       1            
2022-04  SET193       1            
2022-04  SET188       1            
2022-04  SET186       1            
2022-04  SET186       1            
2022-04  SET186       1            
2022-04  SET185       1            
2022-04  SET185       1            
2022-04  SET185       1            
2022-04  SET182       1            
2022-04  SET179       1            
2022-04  SET172       1            
2022-04  SET172       1            
2022-04  SET165       1            
2022-04  SET165       1            
2022-04  SET158       1            
2022-04  SET158       1            
2022-04  SET156       1            
2022-04  SET156       1            
2022-04  SET156       1            
2022-04  SET156       1            
2022-04  SET154       1            
2022-04  SET154       1            
2022-04  SET154       1            
2022-04  SET153       1            
2022-04  SET153       1            
2022-04  SET153       1            
2022-04  SET143       1            
2022-04  SET143       1            
2022-04  SET143       1            
2022-04  SET142       1            
2022-04  SET139       1            
2022-04  SET138       1            
2022-04  SET136       1            
2022-04  SET135       1            
2022-04  SET135       1            
2022-04  SET132       1            
2022-04  SET132       1            
2022-04  SET132       1            
2022-04  SET131       1            
2022-04  SET131       1            
2022-04  SET130       1            
2022-04  SET121       1            
2022-04  SET116       1            
2022-04  SET116       1            
2022-04  SET116       1            
2022-04  SET116       1            
2022-04  SET112       1            
2022-04  SET111       1            
2022-04  SET103       1            
2022-04  SET100       1            
2022-04  SET100       1            
2022-04  SET097       1            
2022-04  SET094       1            
2022-04  SET087       1            
2022-04  SET085       1            
2022-04  SET083       1            
2022-04  SET078       1            
2022-04  SET073       1            
2022-04  SET072       1            
2022-04  SET070       1            
2022-04  SET069       1            
2022-04  SET062       1            
2022-04  SET062       1            
2022-04  SET058       1            
2022-04  SET055       1            
2022-04  SET051       1            
2022-04  SET049       1            
2022-04  SET048       1            
2022-04  SET044       1            
2022-04  SET043       1            
2022-04  SET043       1            
2022-04  SET037       1            
2022-04  SET037       1            
2022-04  SET034       1            
2022-04  SET034       1            
2022-04  SET024       1            
2022-04  SET014       1            
2022-04  SET014       1            
2022-04  SET014       1            
2022-04  SET014       1            
2022-04  SET004       1            
2022-04  SET004       1            
2022-04  SAR181       1            
2022-04  SAR165       1            
2022-04  SAR163       1            
2022-04  SAR140       1            
2022-04  SAR136       1            
2022-04  SAR135       1            
2022-04  SAR132       1            
2022-04  SAR112       1            
2022-04  SAR110       1            
2022-04  SAR109       1            
2022-04  SAR108       1            
2022-04  SAR107       1            
2022-04  SAR100       1            
2022-04  SAR098       1            
2022-04  SAR096       1            
2022-04  SAR091       1            
2022-04  SAR071       1            
2022-04  SAR070       1            
2022-04  SAR066       1            
2022-04  SAR051       1            
2022-04  SAR049       1            
2022-04  SAR042       1            
2022-04  SAR041       1            
2022-04  SAR034       1            
2022-04  SAR029       1            
2022-04  SAR026       1            
2022-04  SAR023       1            
2022-04  PSET268      1            
2022-04  PSET058      1            
2022-04  PSET043      1            
2022-04  PJNE3568     1            
2022-04  PJNE3404     1            
2022-04  PJNE3373     1            
2022-04  PJNE3364     1            
2022-04  PJNE3363     1            
2022-04  PJNE3068     1            
2022-04  PJNE3068     1            
2022-04  PJNE2270     1            
2022-04  PJNE1906     1            
2022-04  PJNE1906     1            
2022-04  PJ0096       1            
2022-04  NW038        1            
2022-04  NW038        1            
2022-04  NW036        1            
2022-04  NW035        1            
2022-04  NW033        1            
2022-04  NW033        1            
2022-04  NW033        1            
2022-04  NW032        1            
2022-04  NW032        1            
2022-04  NW032        1            
2022-04  NW031        1            
2022-04  NW028        1            
2022-04  NW028        1            
2022-04  NW027        1            
2022-04  NW027        1            
2022-04  NW027        1            
2022-04  NW024        1            
2022-04  NW023        1            
2022-04  NW022        1            
2022-04  NW014        1            
2022-04  NW009        1            
2022-04  NW007        1            
2022-04  NW006        1            
2022-04  NW003        1            
2022-04  NW003        1            
2022-04  NW003        1            
2022-04  NW002        1            
2022-04  NW002        1            
2022-04  MEN5030      1            
2022-04  MEN5028      1            
2022-04  MEN5021      1            
2022-04  MEN5018      1            
2022-04  MEN5018      1            
2022-04  MEN5016      1            
2022-04  MEN5015      1            
2022-04  MEN5012      1            
2022-04  MEN5006      1            
2022-04  MEN5005      1            
2022-04  MEN5001      1            
2022-04  JNE3905      1            
2022-04  JNE3896      1            
2022-04  JNE3895      1            
2022-04  JNE3895      1            
2022-04  JNE3894      1            
2022-04  JNE3894      1            
2022-04  JNE3892      1            
2022-04  JNE3890      1            
2022-04  JNE3887      1            
2022-04  JNE3887      1            
2022-04  JNE3885      1            
2022-04  JNE3885      1            
2022-04  JNE3885      1            
2022-04  JNE3881      1            
2022-04  JNE3881      1            
2022-04  JNE3880      1            
2022-04  JNE3880      1            
2022-04  JNE3879      1            
2022-04  JNE3879      1            
2022-04  JNE3879      1            
2022-04  JNE3878      1            
2022-04  JNE3866      1            
2022-04  JNE3866      1            
2022-04  JNE3864      1            
2022-04  JNE3863      1            
2022-04  JNE3862      1            
2022-04  JNE3860      1            
2022-04  JNE3856      1            
2022-04  JNE3856      1            
2022-04  JNE3838      1            
2022-04  JNE3836      1            
2022-04  JNE3835      1            
2022-04  JNE3833      1            
2022-04  JNE3823      1            
2022-04  JNE3823      1            
2022-04  JNE3822      1            
2022-04  JNE3820      1            
2022-04  JNE3819      1            
2022-04  JNE3819      1            
2022-04  JNE3819      1            
2022-04  JNE3819      1            
2022-04  JNE3816      1            
2022-04  JNE3813      1            
2022-04  JNE3813      1            
2022-04  JNE3813      1            
2022-04  JNE3811      1            
2022-04  JNE3811      1            
2022-04  JNE3811      1            
2022-04  JNE3806      1            
2022-04  JNE3803      1            
2022-04  JNE3798      1            
2022-04  JNE3798      1            
2022-04  JNE3798      1            
2022-04  JNE3797      1            
2022-04  JNE3797      1            
2022-04  JNE3797      1            
2022-04  JNE3796      1            
2022-04  JNE3796      1            
2022-04  JNE3792      1            
2022-04  JNE3791      1            
2022-04  JNE3790      1            
2022-04  JNE3789      1            
2022-04  JNE3788      1            
2022-04  JNE3786      1            
2022-04  JNE3786      1            
2022-04  JNE3783      1            
2022-04  JNE3782      1            
2022-04  JNE3782      1            
2022-04  JNE3782      1            
2022-04  JNE3780      1            
2022-04  JNE3779      1            
2022-04  JNE3779      1            
2022-04  JNE3777      1            
2022-04  JNE3777      1            
2022-04  JNE3776      1            
2022-04  JNE3776      1            
2022-04  JNE3774      1            
2022-04  JNE3774      1            
2022-04  JNE3774      1            
2022-04  JNE3774      1            
2022-04  JNE3774      1            
2022-04  JNE3773      1            
2022-04  JNE3773      1            
2022-04  JNE3770      1            
2022-04  JNE3769      1            
2022-04  JNE3769      1            
2022-04  JNE3767      1            
2022-04  JNE3767      1            
2022-04  JNE3767      1            
2022-04  JNE3766      1            
2022-04  JNE3766      1            
2022-04  JNE3764      1            
2022-04  JNE3763      1            
2022-04  JNE3763      1            
2022-04  JNE3762      1            
2022-04  JNE3762      1            
2022-04  JNE3760      1            
2022-04  JNE3760      1            
2022-04  JNE3760      1            
2022-04  JNE3760      1            
2022-04  JNE3760      1            
2022-04  JNE3753      1            
2022-04  JNE3751      1            
2022-04  JNE3750      1            
2022-04  JNE3750      1            
2022-04  JNE3748      1            
2022-04  JNE3744      1            
2022-04  JNE3743      1            
2022-04  JNE3743      1            
2022-04  JNE3742      1            
2022-04  JNE3741      1            
2022-04  JNE3740      1            
2022-04  JNE3740      1            
2022-04  JNE3738      1            
2022-04  JNE3738      1            
2022-04  JNE3736      1            
2022-04  JNE3736      1            
2022-04  JNE3735      1            
2022-04  JNE3733      1            
2022-04  JNE3732      1            
2022-04  JNE3732      1            
2022-04  JNE3732      1            
2022-04  JNE3732      1            
2022-04  JNE3732      1            
2022-04  JNE3732      1            
2022-04  JNE3732      1            
2022-04  JNE3729      1            
2022-04  JNE3729      1            
2022-04  JNE3729      1            
2022-04  JNE3727      1            
2022-04  JNE3727      1            
2022-04  JNE3726      1            
2022-04  JNE3726      1            
2022-04  JNE3726      1            
2022-04  JNE3725      1            
2022-04  JNE3722      1            
2022-04  JNE3721      1            
2022-04  JNE3719      1            
2022-04  JNE3719      1            
2022-04  JNE3719      1            
2022-04  JNE3719      1            
2022-04  JNE3719      1            
2022-04  JNE3717      1            
2022-04  JNE3717      1            
2022-04  JNE3716      1            
2022-04  JNE3715      1            
2022-04  JNE3712      1            
2022-04  JNE3709      1            
2022-04  JNE3707      1            
2022-04  JNE3704      1            
2022-04  JNE3702      1            
2022-04  JNE3700      1            
2022-04  JNE3700      1            
2022-04  JNE3700      1            
2022-04  JNE3698      1            
2022-04  JNE3695      1            
2022-04  JNE3694      1            
2022-04  JNE3694      1            
2022-04  JNE3688      1            
2022-04  JNE3686      1            
2022-04  JNE3686      1            
2022-04  JNE3684      1            
2022-04  JNE3684      1            
2022-04  JNE3684      1            
2022-04  JNE3683      1            
2022-04  JNE3683      1            
2022-04  JNE3683      1            
2022-04  JNE3680      1            
2022-04  JNE3679      1            
2022-04  JNE3678      1            
2022-04  JNE3676      1            
2022-04  JNE3676      1            
2022-04  JNE3676      1            
2022-04  JNE3674      1            
2022-04  JNE3674      1            
2022-04  JNE3674      1            
2022-04  JNE3674      1            
2022-04  JNE3673      1            
2022-04  JNE3671      1            
2022-04  JNE3671      1            
2022-04  JNE3670      1            
2022-04  JNE3669      1            
2022-04  JNE3669      1            
2022-04  JNE3668      1            
2022-04  JNE3668      1            
2022-04  JNE3661      1            
2022-04  JNE3661      1            
2022-04  JNE3660      1            
2022-04  JNE3658      1            
2022-04  JNE3657      1            
2022-04  JNE3656      1            
2022-04  JNE3656      1            
2022-04  JNE3655      1            
2022-04  JNE3655      1            
2022-04  JNE3653      1            
2022-04  JNE3651      1            
2022-04  JNE3649      1            
2022-04  JNE3648      1            
2022-04  JNE3648      1            
2022-04  JNE3648      1            
2022-04  JNE3647      1            
2022-04  JNE3642      1            
2022-04  JNE3642      1            
2022-04  JNE3635      1            
2022-04  JNE3635      1            
2022-04  JNE3630      1            
2022-04  JNE3630      1            
2022-04  JNE3629      1            
2022-04  JNE3625      1            
2022-04  JNE3624      1            
2022-04  JNE3623      1            
2022-04  JNE3623      1            
2022-04  JNE3622      1            
2022-04  JNE3622      1            
2022-04  JNE3619      1            
2022-04  JNE3618      1            
2022-04  JNE3616      1            
2022-04  JNE3615      1            
2022-04  JNE3615      1            
2022-04  JNE3614      1            
2022-04  JNE3612      1            
2022-04  JNE3612      1            
2022-04  JNE3608      1            
2022-04  JNE3606      1            
2022-04  JNE3606      1            
2022-04  JNE3605      1            
2022-04  JNE3602      1            
2022-04  JNE3579      1            
2022-04  JNE3578      1            
2022-04  JNE3578      1            
2022-04  JNE3577      1            
2022-04  JNE3577      1            
2022-04  JNE3576      1            
2022-04  JNE3575      1            
2022-04  JNE3575      1            
2022-04  JNE3574      1            
2022-04  JNE3573      1            
2022-04  JNE3571      1            
2022-04  JNE3571      1            
2022-04  JNE3570      1            
2022-04  JNE3566      1            
2022-04  JNE3566      1            
2022-04  JNE3566      1            
2022-04  JNE3566      1            
2022-04  JNE3565      1            
2022-04  JNE3565      1            
2022-04  JNE3565      1            
2022-04  JNE3564      1            
2022-04  JNE3564      1            
2022-04  JNE3559      1            
2022-04  JNE3559      1            
2022-04  JNE3558      1            
2022-04  JNE3557      1            
2022-04  JNE3556      1            
2022-04  JNE3556      1            
2022-04  JNE3555      1            
2022-04  JNE3555      1            
2022-04  JNE3555      1            
2022-04  JNE3550      1            
2022-04  JNE3548      1            
2022-04  JNE3548      1            
2022-04  JNE3548      1            
2022-04  JNE3547      1            
2022-04  JNE3547      1            
2022-04  JNE3544      1            
2022-04  JNE3541      1            
2022-04  JNE3539      1            
2022-04  JNE3535      1            
2022-04  JNE3535      1            
2022-04  JNE3534      1            
2022-04  JNE3534      1            
2022-04  JNE3534      1            
2022-04  JNE3532      1            
2022-04  JNE3531      1            
2022-04  JNE3530      1            
2022-04  JNE3528      1            
2022-04  JNE3528      1            
2022-04  JNE3528      1            
2022-04  JNE3524      1            
2022-04  JNE3524      1            
2022-04  JNE3524      1            
2022-04  JNE3523      1            
2022-04  JNE3518      1            
2022-04  JNE3516      1            
2022-04  JNE3507      1            
2022-04  JNE3506      1            
2022-04  JNE3504      1            
2022-04  JNE3501      1            
2022-04  JNE3491      1            
2022-04  JNE3491      1            
2022-04  JNE3486      1            
2022-04  JNE3486      1            
2022-04  JNE3483      1            
2022-04  JNE3482      1            
2022-04  JNE3481      1            
2022-04  JNE3480      1            
2022-04  JNE3480      1            
2022-04  JNE3479      1            
2022-04  JNE3477      1            
2022-04  JNE3475      1            
2022-04  JNE3474      1            
2022-04  JNE3474      1            
2022-04  JNE3474      1            
2022-04  JNE3474      1            
2022-04  JNE3473      1            
2022-04  JNE3473      1            
2022-04  JNE3472      1            
2022-04  JNE3472      1            
2022-04  JNE3472      1            
2022-04  JNE3471      1            
2022-04  JNE3470      1            
2022-04  JNE3470      1            
2022-04  JNE3467      1            
2022-04  JNE3467      1            
2022-04  JNE3467      1            
2022-04  JNE3464      1            
2022-04  JNE3460      1            
2022-04  JNE3458      1            
2022-04  JNE3458      1            
2022-04  JNE3457      1            
2022-04  JNE3455      1            
2022-04  JNE3455      1            
2022-04  JNE3454      1            
2022-04  JNE3453      1            
2022-04  JNE3452      1            
2022-04  JNE3451      1            
2022-04  JNE3451      1            
2022-04  JNE3451      1            
2022-04  JNE3449      1            
2022-04  JNE3447      1            
2022-04  JNE3446      1            
2022-04  JNE3446      1            
2022-04  JNE3443      1            
2022-04  JNE3442      1            
2022-04  JNE3441      1            
2022-04  JNE3441      1            
2022-04  JNE3441      1            
2022-04  JNE3438      1            
2022-04  JNE3438      1            
2022-04  JNE3436      1            
2022-04  JNE3435      1            
2022-04  JNE3434      1            
2022-04  JNE3434      1            
2022-04  JNE3434      1            
2022-04  JNE3432      1            
2022-04  JNE3432      1            
2022-04  JNE3431      1            
2022-04  JNE3429      1            
2022-04  JNE3428      1            
2022-04  JNE3426      1            
2022-04  JNE3425      1            
2022-04  JNE3425      1            
2022-04  JNE3425      1            
2022-04  JNE3422      1            
2022-04  JNE3421      1            
2022-04  JNE3421      1            
2022-04  JNE3415      1            
2022-04  JNE3415      1            
2022-04  JNE3415      1            
2022-04  JNE3413      1            
2022-04  JNE3413      1            
2022-04  JNE3408      1            
2022-04  JNE3408      1            
2022-04  JNE3404      1            
2022-04  JNE3403      1            
2022-04  JNE3402      1            
2022-04  JNE3401      1            
2022-04  JNE3400      1            
2022-04  JNE3395      1            
2022-04  JNE3394      1            
2022-04  JNE3394      1            
2022-04  JNE3391      1            
2022-04  JNE3389      1            
2022-04  JNE3389      1            
2022-04  JNE3389      1            
2022-04  JNE3387      1            
2022-04  JNE3386      1            
2022-04  JNE3383      1            
2022-04  JNE3383      1            
2022-04  JNE3383      1            
2022-04  JNE3383      1            
2022-04  JNE3375      1            
2022-04  JNE3371      1            
2022-04  JNE3369      1            
2022-04  JNE3366      1            
2022-04  JNE3366      1            
2022-04  JNE3364      1            
2022-04  JNE3364      1            
2022-04  JNE3364      1            
2022-04  JNE3363      1            
2022-04  JNE3360      1            
2022-04  JNE3351      1            
2022-04  JNE3348      1            
2022-04  JNE3348      1            
2022-04  JNE3348      1            
2022-04  JNE3344      1            
2022-04  JNE3339      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3323      1            
2022-04  JNE3313      1            
2022-04  JNE3313      1            
2022-04  JNE3311      1            
2022-04  JNE3288      1            
2022-04  JNE3288      1            
2022-04  JNE3279      1            
2022-04  JNE3279      1            
2022-04  JNE3276      1            
2022-04  JNE3273      1            
2022-04  JNE3273      1            
2022-04  JNE3270      1            
2022-04  JNE3265      1            
2022-04  JNE3261      1            
2022-04  JNE3261      1            
2022-04  JNE3255      1            
2022-04  JNE3255      1            
2022-04  JNE3253      1            
2022-04  JNE3252      1            
2022-04  JNE3252      1            
2022-04  JNE3225      1            
2022-04  JNE3225      1            
2022-04  JNE3225      1            
2022-04  JNE3225      1            
2022-04  JNE3160      1            
2022-04  JNE3160      1            
2022-04  JNE3144      1            
2022-04  JNE3065      1            
2022-04  JNE3065      1            
2022-04  JNE3065      1            
2022-04  JNE3042      1            
2022-04  JNE3030      1            
2022-04  JNE3030      1            
2022-04  JNE2321      1            
2022-04  JNE2302      1            
2022-04  JNE2266      1            
2022-04  JNE2266      1            
2022-04  JNE2266      1            
2022-04  JNE2265      1            
2022-04  JNE2251      1            
2022-04  JNE2251      1            
2022-04  JNE2251      1            
2022-04  JNE2251      1            
2022-04  JNE2209      1            
2022-04  JNE2205      1            
2022-04  JNE2205      1            
2022-04  JNE2205      1            
2022-04  JNE2199      1            
2022-04  JNE2170      1            
2022-04  JNE2170      1            
2022-04  JNE2132      1            
2022-04  JNE2132      1            
2022-04  JNE2132      1            
2022-04  JNE2132      1            
2022-04  JNE2132      1            
2022-04  JNE2131      1            
2022-04  JNE2113      1            
2022-04  JNE2101      1            
2022-04  JNE2101      1            
2022-04  JNE2086      1            
2022-04  JNE2086      1            
2022-04  JNE2058      1            
2022-04  JNE2032      1            
2022-04  JNE2009      1            
2022-04  JNE1977      1            
2022-04  JNE1975      1            
2022-04  JNE1906      1            
2022-04  JNE1525      1            
2022-04  JNE1525      1            
2022-04  JNE1408      1            
2022-04  JNE1408      1            
2022-04  JNE1408      1            
2022-04  JNE1408      1            
2022-04  JNE1408      1            
2022-04  JNE1407      1            
2022-04  JNE1233      1            
2022-04  JNE09187     1            
2022-04  JNE09186     1            
2022-04  JNE09186     1            
2022-04  JNE09186     1            
2022-04  JNE0722      1            
2022-04  J0419        1            
2022-04  J0416        1            
2022-04  J0416        1            
2022-04  J0413        1            
2022-04  J0413        1            
2022-04  J0402        1            
2022-04  J0402        1            
2022-04  J0400        1            
2022-04  J0398        1            
2022-04  J0397        1            
2022-04  J0396        1            
2022-04  J0389        1            
2022-04  J0385        1            
2022-04  J0385        1            
2022-04  J0381        1            
2022-04  J0380        1            
2022-04  J0380        1            
2022-04  J0379        1            
2022-04  J0378        1            
2022-04  J0378        1            
2022-04  J0378        1            
2022-04  J0375        1            
2022-04  J0375        1            
2022-04  J0372        1            
2022-04  J0371        1            
2022-04  J0370        1            
2022-04  J0370        1            
2022-04  J0370        1            
2022-04  J0369        1            
2022-04  J0369        1            
2022-04  J0354        1            
2022-04  J0354        1            
2022-04  J0351        1            
2022-04  J0350        1            
2022-04  J0350        1            
2022-04  J0348        1            
2022-04  J0347        1            
2022-04  J0345        1            
2022-04  J0345        1            
2022-04  J0340        1            
2022-04  J0333        1            
2022-04  J0330        1            
2022-04  J0329        1            
2022-04  J0328        1            
2022-04  J0328        1            
2022-04  J0328        1            
2022-04  J0324        1            
2022-04  J0319        1            
2022-04  J0314        1            
2022-04  J0310        1            
2022-04  J0310        1            
2022-04  J0307        1            
2022-04  J0307        1            
2022-04  J0305        1            
2022-04  J0305        1            
2022-04  J0304        1            
2022-04  J0302        1            
2022-04  J0300        1            
2022-04  J0299        1            
2022-04  J0294        1            
2022-04  J0291        1            
2022-04  J0291        1            
2022-04  J0291        1            
2022-04  J0282        1            
2022-04  J0278        1            
2022-04  J0278        1            
2022-04  J0254        1            
2022-04  J0254        1            
2022-04  J0252        1            
2022-04  J0252        1            
2022-04  J0251        1            
2022-04  J0251        1            
2022-04  J0251        1            
2022-04  J0250        1            
2022-04  J0249        1            
2022-04  J0249        1            
2022-04  J0249        1            
2022-04  J0248        1            
